,Name,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
3200,1194,2004.0,1,2,1061.0,64,1.4
3201,449,2017.0,1,0,1497.0,117.3,7.51
3202,1159,2014.0,1,0,1248.0,74,4.3
3203,456,2015.0,0,0,1497.0,117.3,8.95
3204,1059,2015.0,1,0,1248.0,88.76,6.91
3205,1434,2016.0,1,0,1461.0,108.45,9.75
3206,1137,2010.0,1,2,1248.0,73.9,4.0
3207,1092,2011.0,1,0,1248.0,73.94,3.65
3208,925,2013.0,1,0,2179.0,140,10.75
3209,391,2015.0,1,0,1198.0,86.8,4.51
3210,1299,2016.0,0,0,2987.0,165,49.22
3211,1612,2014.0,1,0,1248.0,88.8,3.7
3212,1759,2014.0,1,0,2494.0,102,12.99
3213,1165,2015.0,1,0,1197.0,85.8,4.15
3214,632,2012.0,1,0,1591.0,121.3,4.4
3215,495,2015.0,1,0,1497.0,117.3,4.25
3216,369,2017.0,1,0,1198.0,86.7,4.25
3217,456,2017.0,0,0,1497.0,117.3,7.7
3218,811,2015.0,0,0,2179.0,187.7,39.75
3219,459,2017.0,1,0,1497.0,117.3,8.5
3220,1270,2008.0,0,0,2997.0,231.1,7.0
3221,340,2002.0,1,3,1299.0,70,0.8
3222,1736,2013.0,1,0,2982.0,168.5,15.25
3223,950,2008.0,1,0,998.0,66.1,2.25
3224,1645,2016.0,1,0,1948.0,83.1,4.85
3225,427,2012.0,0,2,1497.0,116.3,6.42
3226,1386,2012.0,1,2,1461.0,63.12,2.5
3227,654,2011.0,0,0,1582.0,126.32,5.75
3228,945,2003.0,1,0,796.0,37,0.5
3229,925,2015.0,1,0,2179.0,140,11.52
3230,1109,2014.0,1,0,1248.0,88.8,4.5
3231,766,2013.0,0,0,1396.0,98.6,4.75
3232,511,2019.0,1,0,1582.0,126.2,13.54
3233,1274,2015.0,0,0,2143.0,201.1,23.41
3234,1733,2013.0,0,2,2982.0,168.5,19.25
3235,1861,2015.0,0,0,1984.0,181,20.0
3236,1254,2011.0,0,0,2143.0,203,13.0
3237,349,2010.0,1,0,2354.0,180,3.99
3238,367,2015.0,1,0,1498.0,98.6,4.65
3239,1047,2013.0,1,0,1248.0,73.75,4.65
3240,1151,2013.0,1,0,1197.0,85.8,3.15
3241,1694,2013.0,0,0,1798.0,138.1,8.25
3242,826,2012.0,0,2,4367.0,335.3,65.0
3243,1159,2012.0,1,0,1248.0,74,4.5
3244,791,2017.0,1,0,1956.0,170,17.5
3245,1168,2016.0,1,0,1197.0,81.8,4.31
3246,472,2016.0,1,0,1199.0,88.7,6.2
3247,1712,2011.0,1,0,1364.0,73.9,4.67
3248,1834,2011.0,1,0,1198.0,73.9,3.32
3249,465,2011.0,0,0,1799.0,130,3.75
3250,1710,2013.0,1,0,1496.0,88.73,4.7
3251,636,2016.0,1,0,1591.0,121.3,6.5
3252,1751,2009.0,1,0,2494.0,102,7.25
3253,1108,2016.0,1,0,1598.0,118,8.94
3254,337,2018.0,1,0,1194.0,94.68,7.34
3255,977,2016.0,1,0,1197.0,83.1,6.9
3256,486,2016.0,1,0,1199.0,88.7,5.9
3257,628,2013.0,0,0,1582.0,126.3,6.75
3258,378,2014.0,1,0,1498.0,98.6,4.1
3259,45,2017.0,0,0,1968.0,147.51,27.0
3260,1536,2014.0,1,0,1598.0,103.52,4.5
3261,8,2013.0,0,0,1968.0,174.33,14.5
3262,1135,2014.0,1,0,1248.0,74,5.25
3263,1582,2012.0,1,2,1248.0,74,1.2
3264,1747,2006.0,1,2,2494.0,100.6,4.95
3265,1438,2013.0,1,0,1461.0,108.45,7.5
3266,1278,2015.0,0,0,2996.0,333,48.0
3267,367,2015.0,1,0,1498.0,98.6,4.45
3268,1294,2018.0,0,0,2987.0,254.79,59.65
3269,1092,2015.0,1,0,1248.0,73.94,4.38
3270,1033,2016.0,1,0,1248.0,88.5,7.9
3271,594,2008.0,1,2,1086.0,62,1.88
3272,110,2008.0,0,2,1197.0,83.1,10.5
3273,986,2018.0,0,0,1197.0,83.1,7.29
3274,300,2012.0,1,0,1498.0,88.7,6.0
3275,924,2011.0,1,3,2179.0,140,6.7
3276,970,2009.0,1,0,796.0,46.3,1.5
3277,1346,2016.0,0,0,1496.0,113.98,23.8
3278,925,2014.0,1,0,2179.0,140,7.77
3279,597,2012.0,1,0,1086.0,62.1,3.32
3280,1159,2015.0,1,0,1248.0,74,4.94
3281,1235,2013.0,0,2,2143.0,107.3,11.0
3282,1459,2016.0,1,0,799.0,53.3,3.4
3283,1159,2013.0,1,0,1248.0,74,4.17
3284,1228,2005.0,1,2,993.0,60,1.25
3285,575,2016.0,0,0,1197.0,82,5.45
3286,1609,2012.0,1,0,1248.0,88.8,2.59
3287,918,2015.0,1,0,2179.0,140,12.01
3288,1127,2010.0,1,2,1197.0,85.8,2.45
3289,47,2015.0,1,0,1968.0,174.33,29.0
3290,284,2008.0,1,2,1399.0,170,2.4
3291,1322,2010.0,0,0,2143.0,170,11.99
3292,446,2015.0,0,0,1497.0,117.3,7.9
3293,1756,2010.0,1,3,2494.0,102,6.25
3294,170,2011.0,1,2,1199.0,79.4,1.8
3295,1200,2013.0,1,0,998.0,58.16,2.8
3296,471,2015.0,1,0,1199.0,88.7,4.9
3297,1383,2010.0,1,0,1198.0,75,2.25
3298,1022,2017.0,0,0,1373.0,91.1,8.89
3299,1733,2012.0,0,0,2982.0,168.5,15.0
3300,232,2018.0,1,0,1498.0,99,5.65
3301,1064,2014.0,1,0,1248.0,88.8,7.0
3302,956,2016.0,1,0,796.0,47.3,2.95
3303,394,2013.0,1,0,1198.0,86.8,3.3
3304,655,2010.0,1,2,1493.0,110,3.5
3305,417,2007.0,1,0,1493.0,100,2.3
3306,511,2017.0,1,0,1582.0,126.2,13.69
3307,1719,2013.0,1,0,1364.0,67.06,3.1
3308,614,2014.0,1,0,2359.0,198.25,12.75
3309,512,2017.0,1,0,1582.0,126.2,13.75
3310,472,2017.0,1,0,1199.0,88.7,6.75
3311,1847,2014.0,1,0,1598.0,103.6,5.25
3312,921,2015.0,1,0,2179.0,140,8.75
3313,902,2017.0,1,0,1493.0,100,8.87
3314,354,2010.0,0,2,2354.0,142,6.5
3315,1059,2012.0,1,0,1248.0,88.76,4.5
3316,900,2012.0,1,0,2696.0,162,12.5
3317,1733,2014.0,0,0,2982.0,168.5,16.8
3318,1064,2016.0,1,0,1248.0,88.8,8.75
3319,540,2013.0,0,0,1582.0,126.24,8.5
3320,698,2011.0,1,0,1197.0,78.9,2.21
3321,1086,2012.0,1,0,796.0,34.2,1.6
3322,374,2016.0,0,0,1198.0,86.7,6.25
3323,465,2007.0,0,2,1799.0,130,2.25
3324,1242,2019.0,0,0,2143.0,136,25.75
3325,1540,2010.0,1,2,1798.0,157.8,6.75
3326,1033,2015.0,1,0,1248.0,88.5,6.25
3327,258,2013.0,1,0,1498.0,89.84,5.1
3328,1298,2009.0,0,2,2987.0,224.34,10.75
3329,571,2016.0,1,0,1120.0,70,5.7
3330,1846,2013.0,1,0,1598.0,105,5.95
3331,167,2012.0,1,0,936.0,56.3,2.4
3332,858,2013.0,1,0,1493.0,100,3.49
3333,688,2011.0,0,0,1197.0,80,4.0
3334,1716,2013.0,1,0,1364.0,67.04,3.85
3335,1685,2010.0,0,0,1794.0,138.1,3.95
3336,698,2013.0,1,2,1197.0,78.9,3.0
3337,317,2018.0,1,0,1196.0,86.8,6.7
3338,1098,2016.0,1,0,1197.0,85.8,6.14
3339,766,2012.0,0,2,1396.0,98.6,4.4
3340,1129,2017.0,1,0,1248.0,74,4.25
3341,124,2010.0,0,0,4395.0,402,25.93
3342,1102,2016.0,1,0,1598.0,118,7.0
3343,1737,2017.0,0,0,2982.0,168.5,25.12
3344,524,2017.0,1,0,998.0,68.05,4.45
3345,725,2011.0,1,0,1396.0,90,2.4
3346,1848,2012.0,1,2,1598.0,103.6,4.33
3347,1141,2017.0,0,0,1197.0,83.14,6.93
3348,760,2014.0,1,0,1396.0,90,4.25
3349,1255,2010.0,0,0,2143.0,203,12.5
3350,577,2015.0,1,0,1197.0,82,4.9
3351,726,2014.0,1,0,1396.0,90,4.5
3352,1459,2016.0,1,0,799.0,53.3,3.0
3353,676,2015.0,0,0,1197.0,82,5.8
3354,1855,2011.0,1,0,1598.0,103.6,3.33
3355,176,2015.0,0,0,1998.0,163.7,6.62
3356,1403,2015.0,1,2,1461.0,108.5,5.75
3357,633,2012.0,1,0,1582.0,126.32,6.2
3358,1004,2015.0,0,0,998.0,67.04,3.5
3359,1196,2010.0,1,0,998.0,67.1,2.0
3360,763,2012.0,1,0,1396.0,88.8,4.0
3361,5,2011.0,0,0,1781.0,163.2,9.5
3362,135,2013.0,0,0,1995.0,184,17.5
3363,1523,2015.0,0,0,1598.0,103.52,6.11
3364,694,2014.0,1,0,1197.0,78.9,3.75
3365,1361,2007.0,1,2,2835.0,107.2,6.2
3366,436,2014.0,1,0,1498.0,98.6,6.15
3367,960,2012.0,1,0,998.0,67.1,2.4
3368,1155,2009.0,1,1,1248.0,75,2.15
3369,574,2016.0,1,0,1197.0,82,3.75
3370,334,2011.0,1,2,1196.0,70,2.15
3371,576,2015.0,1,0,1197.0,103.3,4.75
3372,1111,2010.0,1,0,1586.0,103.3,2.45
3373,460,2017.0,1,0,1497.0,117.3,11.15
3374,1435,2016.0,0,0,1461.0,108.45,8.9
3375,367,2014.0,1,0,1498.0,98.6,4.35
3376,1766,2015.0,1,2,2494.0,100.6,12.0
3377,78,2009.0,0,2,1995.0,181,8.5
3378,696,2017.0,1,0,1086.0,68.05,4.27
3379,1444,2012.0,1,2,1461.0,83.8,4.25
3380,1360,2010.0,0,0,2360.0,170,9.25
3381,1178,2017.0,1,0,1248.0,88.5,8.61
3382,1332,2010.0,0,0,2987.0,261,28.0
3383,238,2018.0,1,0,1498.0,98.96,9.25
3384,624,2016.0,0,0,1582.0,126.2,8.6
3385,1817,2018.0,1,0,1198.0,74,7.53
3386,1432,2014.0,1,0,1461.0,108.45,5.75
3387,392,2012.0,1,0,1198.0,86.8,4.15
3388,308,2017.0,1,0,1196.0,86.8,5.84
3389,24,2012.0,0,0,1968.0,187.74,16.5
3390,146,2015.0,0,0,2993.0,258,43.0
3391,709,2013.0,1,0,1197.0,78.9,3.55
3392,711,2018.0,1,0,1197.0,81.83,8.9
3393,1505,2006.0,1,2,1896.0,90,2.5
3394,656,2010.0,1,0,1493.0,110,3.85
3395,638,2012.0,0,3,1591.0,121.4,7.5
3396,552,2005.0,1,2,1341.0,61,1.8
3397,326,2010.0,1,0,1399.0,68,2.25
3398,32,2015.0,0,0,1968.0,174.33,24.25
3399,1817,2015.0,1,0,1198.0,74,4.35
3400,135,2012.0,0,0,1995.0,184,11.5
3401,449,2014.0,1,0,1497.0,117.3,4.75
3402,770,2012.0,1,0,1396.0,90,4.99
3403,474,2018.0,0,0,1199.0,88.7,9.15
3404,1120,2006.0,1,1,2354.0,152,2.35
3405,401,2014.0,0,0,2354.0,152,13.99
3406,1235,2014.0,0,2,2143.0,107.3,19.75
3407,913,2018.0,0,0,2179.0,140,16.77
3408,830,2006.0,1,3,2523.0,63,2.5
3409,1468,2013.0,0,0,1498.0,99.6,3.65
3410,806,2012.0,0,2,2179.0,187.74,23.5
3411,958,2017.0,1,0,796.0,47.3,3.11
3412,1709,2013.0,1,0,1496.0,88.73,4.57
3413,768,2014.0,1,0,1197.0,80,5.32
3414,704,2012.0,1,0,1197.0,78.9,3.2
3415,1160,2016.0,1,0,1248.0,74,5.63
3416,532,2015.0,1,0,814.0,55.2,3.0
3417,74,2010.0,0,2,1995.0,190,9.25
3418,1596,2011.0,1,0,1396.0,70,1.2
3419,956,2015.0,1,0,796.0,47.3,2.15
3420,1824,2010.0,1,0,1199.0,73.9,3.05
3421,1699,2014.0,0,0,1798.0,138.03,11.5
3422,597,2008.0,1,0,1086.0,62.1,2.3
3423,1174,2016.0,1,0,1197.0,81.8,4.95
3424,1466,2013.0,1,0,1461.0,84.8,4.75
3425,1183,2018.0,1,0,1248.0,88.5,10.15
3426,1384,2011.0,1,0,1198.0,75,2.65
3427,326,2015.0,1,0,1399.0,68.05,3.8
3428,397,2017.0,0,0,1997.0,141.1,16.68
3429,1408,2014.0,1,0,1461.0,108.5,5.0
3430,1714,2011.0,1,2,1197.0,78.9,3.75
3431,751,2013.0,1,3,1396.0,88.76,4.11
3432,316,2015.0,1,2,1196.0,86.8,4.25
3433,1361,2004.0,1,0,2835.0,107.2,3.45
3434,8,2014.0,0,0,1968.0,174.33,22.5
3435,1741,2006.0,1,0,1998.0,132,4.5
3436,163,2007.0,1,0,1150.0,74.9,0.9
3437,550,2006.0,1,0,1341.0,83,1.85
3438,367,2013.0,1,0,1498.0,98.6,3.25
3439,1161,2010.0,1,2,1248.0,89.84,3.1
3440,258,2014.0,1,0,1498.0,89.84,7.34
3441,1797,2015.0,1,0,1498.0,88.5,4.25
3442,545,2016.0,1,0,1197.0,81.86,6.45
3443,1760,2011.0,1,2,2494.0,102,10.75
3444,1297,2015.0,0,0,2143.0,203.2,27.75
3445,1194,2005.0,1,2,1061.0,64,0.99
3446,265,2016.0,0,0,2198.0,158,24.0
3447,545,2016.0,1,0,1197.0,81.86,6.1
3448,499,2017.0,1,0,1199.0,88.7,8.25
3449,1832,2013.0,1,0,1198.0,73.9,4.65
3450,399,2014.0,1,0,1997.0,153.86,9.75
3451,557,2014.0,1,0,1197.0,81.86,4.4
3452,1138,2014.0,1,0,1197.0,85.8,3.99
3453,98,2016.0,0,0,2993.0,258,45.73
3454,256,2014.0,1,0,1498.0,89.84,5.27
3455,1200,2014.0,1,0,998.0,58.2,3.5
3456,443,2016.0,1,0,1498.0,98.6,7.25
3457,1592,2008.0,1,2,1405.0,70,1.6
3458,1432,2014.0,1,2,1461.0,108.45,6.0
3459,704,2010.0,1,0,1197.0,78.9,3.0
3460,472,2015.0,1,0,1199.0,88.7,4.95
3461,1107,2016.0,1,0,1248.0,88.5,8.99
3462,358,2007.0,1,3,2354.0,144,1.85
3463,1831,2016.0,1,0,1198.0,73.9,6.16
3464,1092,2010.0,1,0,1248.0,73.9,3.5
3465,365,2014.0,1,0,1199.0,88.76,4.5
3466,711,2017.0,1,0,1197.0,81.83,7.75
3467,1440,2014.0,1,0,1461.0,83.8,6.6
3468,574,2014.0,1,0,1197.0,82,4.98
3469,78,2008.0,0,3,1995.0,181,9.75
3470,259,2014.0,1,0,1498.0,89.84,5.55
3471,1841,2016.0,0,0,1498.0,108.5,10.3
3472,347,2011.0,0,2,2354.0,177.6,7.5
3473,158,2008.0,1,0,1399.0,92.7,1.8
3474,1818,2017.0,1,0,1199.0,74,6.25
3475,931,2015.0,1,2,2489.0,93.7,6.8
3476,700,2009.0,0,0,1197.0,80,3.0
3477,925,2015.0,1,0,2179.0,140,11.6
3478,539,2013.0,1,2,1582.0,126.24,6.95
3479,1810,2010.0,1,3,1798.0,160,3.5
3480,560,2014.0,1,0,1197.0,81.86,5.5
3481,753,2015.0,1,0,1197.0,81.83,5.65
3482,181,2013.0,1,0,1248.0,73.8,3.25
3483,1521,2015.0,0,0,1598.0,103.6,7.72
3484,511,2016.0,1,0,1582.0,126.2,12.0
3485,168,2013.0,1,0,936.0,57.6,1.55
3486,1731,2011.0,1,0,2982.0,171,10.75
3487,769,2016.0,1,0,1197.0,81.83,6.72
3488,60,2012.0,0,0,2967.0,241.4,28.55
3489,1426,2013.0,0,2,2967.0,300,75.0
3490,451,2016.0,1,0,1497.0,117.3,10.49
3491,857,2012.0,1,0,1493.0,100,3.8
3492,11,2012.0,0,0,1968.0,140,18.5
3493,613,2013.0,0,0,2359.0,198.25,6.0
3494,633,2012.0,1,0,1582.0,126.32,5.5
3495,1197,2010.0,1,0,998.0,67.1,2.3
3496,1058,2016.0,1,0,1248.0,88.5,8.7
3497,670,2015.0,1,0,1120.0,71.01,4.95
3498,1159,2012.0,1,0,1248.0,74,4.25
3499,921,2017.0,1,2,2179.0,140,10.94
3500,109,2013.0,0,0,1995.0,190,21.26
3501,1678,2016.0,1,2,1798.0,138.03,11.5
3502,751,2015.0,1,2,1396.0,88.73,6.0
3503,848,2016.0,1,0,1198.0,82,4.1
3504,952,2013.0,1,0,796.0,47.3,2.01
3505,228,2010.0,1,0,1172.0,67,2.6
3506,1211,2012.0,1,0,998.0,67.1,2.35
3507,1367,2012.0,1,2,2835.0,118.6,9.15
3508,390,2013.0,1,0,1198.0,86.8,2.9
3509,754,2017.0,1,2,1396.0,88.73,9.18
3510,520,2016.0,0,0,1591.0,121.3,11.45
3511,959,2012.0,1,2,796.0,38.4,2.1
3512,368,2017.0,1,0,1198.0,86.7,5.53
3513,850,2016.0,1,0,1198.0,82,3.75
3514,456,2018.0,0,0,1497.0,117.3,12.5
3515,914,2017.0,0,0,2179.0,140,15.5
3516,586,2011.0,1,0,1086.0,170,2.1
3517,1307,2013.0,0,2,2143.0,170,14.5
3518,1435,2017.0,0,0,1461.0,108.45,12.46
3519,1816,2014.0,1,2,1198.0,74,5.25
3520,110,2012.0,0,0,2987.0,282,14.5
3521,1335,2009.0,0,2,2987.0,282,25.0
3522,588,2012.0,1,0,2993.0,271.23,2.66
3523,786,2012.0,0,0,2993.0,271.23,45.0
3524,1159,2015.0,1,0,1248.0,74,5.1
3525,367,2014.0,1,0,1498.0,98.6,3.5
3526,78,2011.0,0,2,1995.0,181,12.5
3527,621,2012.0,1,0,1396.0,88.7,5.55
3528,1732,2015.0,0,0,2982.0,169,19.48
3529,1165,2012.0,1,0,1197.0,85.8,3.91
3530,169,2010.0,1,0,1199.0,79.4,2.19
3531,566,2017.0,0,0,1196.0,82,6.89
3532,334,2011.0,1,2,1196.0,70,3.47
3533,1400,2008.0,0,2,2349.0,88.2,3.25
3534,1166,2010.0,1,0,1298.0,88.2,2.85
3535,18,2016.0,0,0,1968.0,174.33,25.64
3536,428,2018.0,1,0,1497.0,116.3,10.28
3537,486,2015.0,1,0,1199.0,88.7,6.3
3538,1821,2014.0,1,0,1498.0,88.8,4.75
3539,1405,2013.0,1,0,1461.0,83.14,5.8
3540,801,2016.0,0,0,2179.0,187.7,44.5
3541,762,2014.0,1,0,1197.0,82.9,4.65
3542,413,2009.0,1,0,1497.0,118,3.6
3543,918,2015.0,1,0,2179.0,140,12.25
3544,791,2017.0,1,0,1956.0,170,20.0
3545,918,2017.0,1,0,2179.0,140,16.0
3546,897,2011.0,0,2,2179.0,120,6.21
3547,203,2016.0,1,0,1198.0,67,3.25
3548,884,2016.0,1,0,2179.0,120,9.75
3549,363,2014.0,0,0,1198.0,86.7,4.45
3550,454,2017.0,1,0,1498.0,98.6,12.0
3551,1591,2008.0,1,0,1396.0,65,0.8
3552,555,2018.0,1,0,1186.0,73.97,5.95
3553,951,2015.0,1,0,796.0,40.3,3.0
3554,620,2014.0,1,0,1396.0,105.5,5.25
3555,1773,2019.0,1,0,2393.0,147.8,22.2
3556,135,2012.0,0,0,1995.0,184,13.5
3557,1809,2015.0,0,0,1968.0,138.03,13.5
3558,330,2014.0,1,0,1399.0,68.05,3.47
3559,901,2013.0,0,2,2696.0,184,9.5
3560,1855,2011.0,1,0,1598.0,103.6,4.8
3561,1530,2016.0,1,0,1598.0,103.52,6.54
3562,1831,2012.0,1,0,1198.0,73.9,3.1
3563,1100,2015.0,1,0,1248.0,88.5,7.99
3564,1692,2009.0,1,2,1798.0,138.1,3.3
3565,1064,2015.0,1,0,1248.0,88.8,8.75
3566,690,2013.0,0,0,1197.0,80,4.19
3567,1242,2019.0,0,0,2143.0,136,30.77
3568,434,2006.0,1,2,1497.0,100,2.11
3569,840,2018.0,1,0,1198.0,82,6.25
3570,1731,2011.0,1,0,2982.0,171,11.4
3571,423,2011.0,1,0,1497.0,118,5.2
3572,35,2017.0,0,0,1968.0,187.74,39.84
3573,330,2013.0,1,0,1399.0,136,4.45
3574,1282,2014.0,0,0,2143.0,136,19.5
3575,163,2007.0,1,0,1150.0,74.9,1.75
3576,312,2016.0,1,0,1498.0,99,5.1
3577,540,2013.0,0,0,1582.0,126.2,6.8
3578,998,2016.0,0,0,1197.0,83.1,5.74
3579,1154,2010.0,1,0,1197.0,85,3.3
3580,1247,2010.0,0,0,3498.0,271.72,32.0
3581,93,2016.0,0,0,1995.0,190,35.0
3582,1041,2017.0,0,0,1248.0,73.75,8.9
3583,636,2011.0,1,2,1591.0,121.3,4.0
3584,793,2018.0,1,0,1956.0,170,19.46
3585,610,2009.0,0,0,1991.0,142,5.25
3586,1049,2013.0,1,2,1196.0,73,2.6
3587,1635,2018.0,1,0,1497.0,108.5,9.22
3588,529,2013.0,1,0,814.0,55.2,1.8
3589,1565,2005.0,1,2,1405.0,258,1.3
3590,108,2015.0,0,0,2993.0,258,31.75
3591,1059,2014.0,1,0,1248.0,88.76,5.99
3592,360,2015.0,1,0,1198.0,86.7,4.94
3593,281,2007.0,1,3,1388.0,68,1.5
3594,466,2008.0,1,3,1799.0,130,3.25
3595,1195,2007.0,1,0,1061.0,57.5,1.95
3596,1064,2014.0,1,0,1248.0,88.8,6.5
3597,571,2013.0,1,0,1120.0,70,3.71
3598,684,2018.0,1,0,1197.0,81.86,5.0
3599,691,2008.0,1,0,1086.0,68.05,1.99
3600,369,2017.0,1,0,1198.0,86.7,4.25
3601,25,2009.0,0,0,2698.0,179.5,8.0
3602,699,2011.0,1,0,1197.0,78.9,2.95
3603,1460,2018.0,1,0,799.0,53.3,3.5
3604,23,2012.0,0,2,1968.0,140.8,16.0
3605,957,2015.0,1,0,796.0,47.3,2.75
3606,452,2015.0,1,0,1497.0,117.3,6.95
3607,1329,2011.0,0,2,1796.0,186,12.5
3608,55,2017.0,0,0,2967.0,241.4,36.83
3609,1816,2011.0,1,0,1199.0,74,2.7
3610,509,2017.0,1,0,1396.0,88.7,9.9
3611,423,2011.0,1,0,1497.0,118,3.83
3612,419,2012.0,1,0,1497.0,118,5.25
3613,1102,2016.0,1,0,1598.0,118,7.75
3614,1111,2010.0,1,2,1586.0,103.2,2.46
3615,1135,2014.0,1,0,1248.0,74,3.96
3616,1064,2015.0,1,0,1248.0,88.8,8.25
3617,718,2018.0,1,0,1197.0,81.83,7.58
3618,569,2014.0,1,0,1120.0,117.3,3.99
3619,449,2014.0,1,0,1497.0,117.3,6.25
3620,1535,2013.0,1,0,1598.0,103.5,5.0
3621,1276,2005.0,0,2,2987.0,198.5,4.65
3622,579,2016.0,0,0,2199.0,194.3,21.37
3623,970,2007.0,1,0,796.0,46.3,1.75
3624,772,2018.0,1,0,2499.0,134,16.09
3625,619,2012.0,1,0,1396.0,88.7,4.1
3626,330,2015.0,1,0,1399.0,68,3.56
3627,419,2010.0,1,2,1497.0,118,4.21
3628,1161,2016.0,1,0,1248.0,126.2,6.86
3629,630,2015.0,1,0,1582.0,126.2,6.6
3630,520,2018.0,0,0,1591.0,121.3,14.35
3631,257,2017.0,1,0,1498.0,89.84,9.5
3632,154,2011.0,0,0,2993.0,241,21.9
3633,105,2016.0,0,0,1995.0,190,30.45
3634,319,2016.0,1,0,1498.0,99,5.1
3635,660,2013.0,0,0,1591.0,121.3,5.44
3636,342,2010.0,1,0,1399.0,68,1.6
3637,27,2014.0,0,0,1968.0,174.33,16.67
3638,409,2010.0,1,0,2354.0,98.6,9.5
3639,738,2012.0,0,0,1396.0,98.6,3.85
3640,1730,2011.0,1,0,2755.0,174.5,10.64
3641,1459,2016.0,1,0,799.0,53.3,3.5
3642,198,2008.0,1,3,995.0,62,1.1
3643,658,2011.0,1,2,1599.0,103.2,2.6
3644,85,2012.0,0,0,1995.0,184,18.5
3645,608,2004.0,1,0,1086.0,74,1.35
3646,1135,2015.0,1,0,1248.0,74,7.95
3647,673,2017.0,1,0,1186.0,73.97,5.49
3648,487,2017.0,0,0,1199.0,88.7,6.95
3649,1592,2008.0,1,0,1405.0,70,1.0
3650,297,2013.0,1,2,1399.0,67,4.45
3651,1103,2016.0,1,0,1248.0,88.5,6.99
3652,1117,2008.0,1,0,1586.0,104.68,3.51
3653,997,2018.0,0,0,1197.0,83.1,7.54
3654,1088,2016.0,1,0,1248.0,73.94,3.65
3655,540,2016.0,1,0,1582.0,126.24,16.0
3656,198,2017.0,1,0,995.0,62.1,1.4
3657,718,2017.0,1,0,1197.0,81.83,6.45
3658,667,2016.0,1,0,1120.0,71,4.4
3659,474,2015.0,0,0,1199.0,88.7,5.95
3660,391,2013.0,1,0,1198.0,86.8,3.9
3661,1274,2016.0,0,0,2143.0,201.1,35.28
3662,1563,2017.0,1,0,2179.0,153.86,14.25
3663,667,2017.0,1,0,1120.0,71,4.5
3664,258,2015.0,1,0,1498.0,89.84,7.5
3665,1625,2017.0,0,0,624.0,37.48,3.41
3666,395,2013.0,1,2,1198.0,86.8,3.25
3667,1058,2016.0,1,0,1248.0,88.5,8.3
3668,706,2010.0,1,0,1197.0,78.9,3.45
3669,605,2007.0,1,0,1086.0,140,2.1
3670,917,2015.0,1,0,2179.0,140,11.95
3671,1848,2010.0,1,0,1598.0,103.6,4.25
3672,1639,2014.0,1,0,2179.0,138.1,8.25
3673,349,2010.0,1,0,2354.0,180,5.95
3674,1051,2016.0,1,0,1196.0,73,4.3
3675,1159,2012.0,1,0,1248.0,74,3.9
3676,997,2016.0,0,0,1197.0,83.1,6.41
3677,924,2015.0,1,0,2179.0,140,8.36
3678,678,2014.0,1,0,1197.0,82,3.85
3679,1323,2017.0,0,0,2143.0,167.62,36.0
3680,1542,2011.0,1,0,1798.0,160,7.5
3681,1797,2015.0,1,0,1498.0,88.73,5.7
3682,1076,2019.0,1,0,1197.0,81.8,5.5
3683,1160,2016.0,1,0,1248.0,74,5.9
3684,452,2015.0,1,0,1497.0,117.3,7.75
3685,114,2010.0,0,0,2993.0,235,18.0
3686,1482,2008.0,1,0,1896.0,106,4.4
3687,1828,2017.0,0,0,1197.0,103.5,8.27
3688,1440,2014.0,1,0,1461.0,83.8,4.75
3689,418,2008.0,0,0,1497.0,118,3.8
3690,1848,2011.0,1,0,1598.0,103.6,3.4
3691,577,2016.0,1,2,1197.0,82,4.7
3692,288,2008.0,1,2,1388.0,68,1.49
3693,668,2016.0,1,2,1120.0,71,4.5
3694,378,2014.0,1,0,1498.0,98.6,5.4
3695,446,2016.0,0,0,1497.0,117.3,11.5
3696,1449,2012.0,1,2,1461.0,108.5,3.5
3697,109,2010.0,0,0,1995.0,190,16.5
3698,1115,2012.0,0,0,1586.0,103.3,3.9
3699,431,2007.0,0,0,1497.0,78,3.25
3700,1787,2018.0,1,0,1198.0,73.75,5.84
3701,1787,2016.0,1,0,1198.0,73.75,5.75
3702,11,2010.0,0,0,1968.0,140,10.0
3703,1207,2006.0,1,2,998.0,67.1,1.05
3704,654,2013.0,0,0,1582.0,126.32,5.64
3705,1290,2019.0,0,0,2143.0,170,50.97
3706,93,2016.0,0,0,1995.0,190,29.95
3707,496,2014.0,1,2,1498.0,98.6,4.85
3708,510,2016.0,0,0,1582.0,126.2,14.5
3709,419,2011.0,1,0,1497.0,118,5.5
3710,286,2011.0,1,0,1399.0,68,3.2
3711,1129,2016.0,1,0,1248.0,74,4.5
3712,1275,2015.0,0,0,2143.0,204,30.72
3713,173,2009.0,1,0,1991.0,147.9,3.5
3714,1759,2007.0,1,0,2494.0,102,6.99
3715,859,2014.0,1,0,1493.0,100,3.45
3716,450,2015.0,1,0,1497.0,117.3,6.57
3717,8,2014.0,0,0,1968.0,174.33,17.5
3718,1823,2013.0,1,0,1199.0,73.9,3.75
3719,242,2017.0,0,0,1497.0,121.36,9.99
3720,1746,2012.0,1,0,2494.0,100,8.2
3721,414,2005.0,1,3,1493.0,100,1.1
3722,1106,2015.0,1,0,1586.0,85.7,3.89
3723,953,2015.0,1,0,796.0,47.3,2.45
